Volatility 3 Framework 2.28.0

NetNS	Process Name	PID	TID	FD	Sock Offset	Family	Type	Proto	Source Addr	Source Port	Destination Addr	Destination Port	State	Filter
4026531840	multipathd	446	446	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	multipathd	446	451	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	451	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	451	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
4026531840	multipathd	446	451	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	multipathd	446	452	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	452	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	452	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
4026531840	multipathd	446	452	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	multipathd	446	453	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	453	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	453	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
4026531840	multipathd	446	453	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	multipathd	446	454	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	454	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	454	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
4026531840	multipathd	446	454	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	multipathd	446	455	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	455	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	455	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
4026531840	multipathd	446	455	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	multipathd	446	456	1	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	456	2	0x9d902ed41100	AF_UNIX	STREAM	-	-	20343	/run/systemd/journal/stdout	20415	ESTABLISHED	-
4026531840	multipathd	446	456	3	0x9d902ed44840	AF_UNIX	STREAM	-		20275	-	-	LISTEN	-
4026531840	multipathd	446	456	7	0x9d902ec8a800	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000002	446	group:0x00000000	0	UNCONNECTED	filter_type=socket_filter,bpf_filter_type=cBPF
4026531840	systemd-udevd	450	450	1	0x9d9030647b40	AF_UNIX	STREAM	-	-	14707	/run/systemd/journal/stdout	20425	ESTABLISHED	-
4026531840	systemd-udevd	450	450	2	0x9d9030647b40	AF_UNIX	STREAM	-	-	14707	/run/systemd/journal/stdout	20425	ESTABLISHED	-
4026531840	systemd-udevd	450	450	3	0x9d902f171000	AF_NETLINK	RAW	NETLINK_KOBJECT_UEVENT	groups:0x00000001	3372326815	group:0x00000000	0	UNCONNECTED	-
4026531840	systemd-udevd	450	450	4	0x9d90304d2200	AF_UNIX	SEQPACKET	-	/run/udev/control	14145	-	-	UNCONNECTED	-
4026531840	systemd-udevd	450	450	5	0x9d9030647700	AF_UNIX	DGRAM	-	-	14721	/run/systemd/journal/socket	14140	UNCONNECTED	-
4026531840	systemd-udevd	450	450	6	0x9d9030643b80	AF_UNIX	DGRAM	-	-	14725	-	14726	CONNECTED	-
4026531840	systemd-udevd	450	450	7	0x9d9030641dc0	AF_UNIX	DGRAM	-	-	14726	-	14725	CONNECTED	-
4026531840	systemd-timesyn	510	510	1	0x9d90306750c0	AF_UNIX	STREAM	-	-	19001	/run/systemd/journal/stdout	20463	ESTABLISHED	-
4026531840	systemd-timesyn	510	510	2	0x9d90306750c0	AF_UNIX	STREAM	-	-	19001	/run/systemd/journal/stdout	20463	ESTABLISHED	-
4026531840	systemd-timesyn	510	510	3	0x9d902ed42200	AF_UNIX	DGRAM	-	-	21598	/run/systemd/journal/socket	14140	UNCONNECTED	-
4026531840	systemd-timesyn	510	510	7	0x9d902ed43300	AF_UNIX	DGRAM	-	-	21602	-	21603	CONNECTED	-
4026531840	systemd-timesyn	510	510	8	0x9d902ed40cc0	AF_UNIX	DGRAM	-	-	21603	-	21602	CONNECTED	-
